Citys,ymd,Weather,highTemp,lowTemp
['鹤岗2018年11月份天气情况'],2018年11月23日,晴/多云,-8℃,-18℃
['鹤岗2018年11月份天气情况'],2018年11月24日,晴/晴,-4℃,-19℃
['鹤岗2018年11月份天气情况'],2018年11月25日,多云/多云,-4℃,-13℃
['鹤岗2018年11月份天气情况'],2018年11月26日,晴/晴,3℃,-7℃
['鹤岗2018年11月份天气情况'],2018年11月27日,晴/晴,-2℃,-15℃
['鹤岗2018年11月份天气情况'],2018年11月28日,多云/晴,-10℃,-21℃
['鹤岗2018年11月份天气情况'],2018年11月29日,晴/晴,-10℃,-21℃
['鹤岗2018年11月份天气情况'],2018年11月30日,阵雪/阵雪,-9℃,-20℃
['鹤岗2018年12月份天气情况'],2018年12月01日,多云/多云,-8℃,-18℃
['鹤岗2018年12月份天气情况'],2018年12月02日,多云/多云,2℃,-9℃
['鹤岗2018年12月份天气情况'],2018年12月03日,晴/晴,5℃,-15℃
['鹤岗2018年12月份天气情况'],2018年12月04日,晴/多云,-9℃,-21℃
['鹤岗2018年12月份天气情况'],2018年12月05日,晴/晴,-14℃,-23℃
['鹤岗2018年12月份天气情况'],2018年12月06日,多云/多云,-15℃,-29℃
['鹤岗2018年12月份天气情况'],2018年12月07日,多云/多云,-17℃,-27℃
['鹤岗2018年12月份天气情况'],2018年12月08日,阵雪/多云,-17℃,-25℃
['鹤岗2018年12月份天气情况'],2018年12月09日,多云/晴,-15℃,-26℃
['鹤岗2018年12月份天气情况'],2018年12月10日,多云/多云,-14℃,-24℃
['鹤岗2018年12月份天气情况'],2018年12月11日,多云/晴,-13℃,-23℃
['鹤岗2018年12月份天气情况'],2018年12月12日,晴/晴,-11℃,-24℃
['鹤岗2018年12月份天气情况'],2018年12月13日,多云/晴,-14℃,-23℃
['鹤岗2018年12月份天气情况'],2018年12月14日,晴/晴,-10℃,-18℃
['鹤岗2018年12月份天气情况'],2018年12月15日,多云/多云,-8℃,-20℃
['鹤岗2018年12月份天气情况'],2018年12月16日,晴/多云,-7℃,-22℃
['鹤岗2018年12月份天气情况'],2018年12月17日,多云/多云,-7℃,-20℃
['鹤岗2018年12月份天气情况'],2018年12月18日,多云/多云,-10℃,-19℃
['鹤岗2018年12月份天气情况'],2018年12月19日,晴/晴,-10℃,-22℃
['鹤岗2018年12月份天气情况'],2018年12月20日,晴/晴,-7℃,-20℃
['鹤岗2018年12月份天气情况'],2018年12月21日,小雪/多云,-7℃,-19℃
['鹤岗2018年12月份天气情况'],2018年12月22日,阵雪/多云,-5℃,-19℃
['鹤岗2018年12月份天气情况'],2018年12月23日,晴/晴,-11℃,-21℃
['鹤岗2018年12月份天气情况'],2018年12月24日,晴/多云,-10℃,-24℃
['鹤岗2018年12月份天气情况'],2018年12月25日,多云/多云,-12℃,-25℃
['鹤岗2018年12月份天气情况'],2018年12月26日,阵雪/多云,-17℃,-24℃
['鹤岗2018年12月份天气情况'],2018年12月27日,多云/多云,-16℃,-25℃
['鹤岗2018年12月份天气情况'],2018年12月28日,晴/晴,-18℃,-22℃
['鹤岗2018年12月份天气情况'],2018年12月29日,多云/多云,-16℃,-22℃
['鹤岗2018年12月份天气情况'],2018年12月30日,多云/晴,-14℃,-22℃
['鹤岗2018年12月份天气情况'],2018年12月31日,多云/多云,-12℃,-20℃
['黑河2018年11月份天气情况'],2018年11月01日,晴/晴,9℃,-3℃
['黑河2018年11月份天气情况'],2018年11月02日,多云/多云,11℃,-1℃
['黑河2018年11月份天气情况'],2018年11月03日,阴/多云,2℃,-6℃
['黑河2018年11月份天气情况'],2018年11月04日,晴/晴,-1℃,-9℃
['黑河2018年11月份天气情况'],2018年11月05日,晴/多云,0℃,-9℃
['黑河2018年11月份天气情况'],2018年11月06日,晴/晴,3℃,-7℃
['黑河2018年11月份天气情况'],2018年11月07日,多云/多云,5℃,-3℃
['黑河2018年11月份天气情况'],2018年11月08日,多云/多云,4℃,-6℃
['黑河2018年11月份天气情况'],2018年11月09日,中雪/中雪,1℃,-5℃
['黑河2018年11月份天气情况'],2018年11月10日,小雪/多云,0℃,-3℃
['黑河2018年11月份天气情况'],2018年11月11日,多云/多云,1℃,-5℃
['黑河2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-6℃
['黑河2018年11月份天气情况'],2018年11月13日,多云/多云,3℃,-8℃
['黑河2018年11月份天气情况'],2018年11月14日,多云/小雪,3℃,-5℃
['黑河2018年11月份天气情况'],2018年11月15日,多云/多云,-2℃,-16℃
['黑河2018年11月份天气情况'],2018年11月16日,晴/晴,-5℃,-13℃
['黑河2018年11月份天气情况'],2018年11月17日,多云/多云,-4℃,-14℃
['黑河2018年11月份天气情况'],2018年11月18日,多云/多云,-3℃,-15℃
['黑河2018年11月份天气情况'],2018年11月19日,晴/晴,-8℃,-19℃
['黑河2018年11月份天气情况'],2018年11月20日,晴/多云,-11℃,-19℃
['黑河2018年11月份天气情况'],2018年11月21日,多云/多云,-11℃,-22℃
['黑河2018年11月份天气情况'],2018年11月22日,多云/多云,-11℃,-20℃
['黑河2018年11月份天气情况'],2018年11月23日,晴/多云,-10℃,-21℃
['黑河2018年11月份天气情况'],2018年11月24日,多云/阴,-8℃,-19℃
['黑河2018年11月份天气情况'],2018年11月25日,多云/多云,-9℃,-19℃
['黑河2018年11月份天气情况'],2018年11月26日,多云/阵雪,1℃,-12℃
['黑河2018年11月份天气情况'],2018年11月27日,阵雪/多云,-8℃,-17℃
['黑河2018年11月份天气情况'],2018年11月28日,多云/多云,-13℃,-22℃
['黑河2018年11月份天气情况'],2018年11月29日,晴/多云,-14℃,-24℃
['黑河2018年11月份天气情况'],2018年11月30日,多云/多云,-12℃,-22℃
['黑河2018年12月份天气情况'],2018年12月01日,多云/多云,-10℃,-19℃
['黑河2018年12月份天气情况'],2018年12月02日,多云/多云,-2℃,-12℃
['黑河2018年12月份天气情况'],2018年12月03日,多云/多云,-4℃,-19℃
['黑河2018年12月份天气情况'],2018年12月04日,阵雪/多云,-16℃,-28℃
['黑河2018年12月份天气情况'],2018年12月05日,晴/晴,-20℃,-30℃
['黑河2018年12月份天气情况'],2018年12月06日,多云/多云,-21℃,-30℃
['黑河2018年12月份天气情况'],2018年12月07日,晴/晴,-19℃,-25℃
['黑河2018年12月份天气情况'],2018年12月08日,多云/多云,-19℃,-26℃
['黑河2018年12月份天气情况'],2018年12月09日,多云/多云,-18℃,-26℃
['黑河2018年12月份天气情况'],2018年12月10日,多云/晴,-16℃,-26℃
['黑河2018年12月份天气情况'],2018年12月11日,晴/晴,-15℃,-26℃
['黑河2018年12月份天气情况'],2018年12月12日,多云/多云,-17℃,-28℃
['黑河2018年12月份天气情况'],2018年12月13日,多云/晴,-15℃,-25℃
['黑河2018年12月份天气情况'],2018年12月14日,晴/晴,-12℃,-21℃
['黑河2018年12月份天气情况'],2018年12月15日,晴/晴,-9℃,-21℃
['黑河2018年12月份天气情况'],2018年12月16日,多云/多云,-15℃,-22℃
['黑河2018年12月份天气情况'],2018年12月17日,多云/多云,-14℃,-25℃
['黑河2018年12月份天气情况'],2018年12月18日,晴/晴,-17℃,-26℃
['黑河2018年12月份天气情况'],2018年12月19日,晴/多云,-12℃,-24℃
['黑河2018年12月份天气情况'],2018年12月20日,晴/晴,-13℃,-22℃
['黑河2018年12月份天气情况'],2018年12月21日,晴/多云,-13℃,-23℃
['黑河2018年12月份天气情况'],2018年12月22日,阵雪/多云,-14℃,-22℃
['黑河2018年12月份天气情况'],2018年12月23日,晴/晴,-13℃,-25℃
['黑河2018年12月份天气情况'],2018年12月24日,多云/多云,-16℃,-24℃
['黑河2018年12月份天气情况'],2018年12月25日,阵雪/阵雪,-20℃,-23℃
['黑河2018年12月份天气情况'],2018年12月26日,阵雪/多云,-19℃,-23℃
['黑河2018年12月份天气情况'],2018年12月27日,多云/多云,-16℃,-21℃
['黑河2018年12月份天气情况'],2018年12月28日,晴/晴,-15℃,-22℃
['黑河2018年12月份天气情况'],2018年12月29日,阴/阴,-16℃,-22℃
['黑河2018年12月份天气情况'],2018年12月30日,多云/多云,-16℃,-24℃
['黑河2018年12月份天气情况'],2018年12月31日,晴/晴,-14℃,-19℃
['呼兰2018年11月份天气情况'],2018年11月01日,晴/晴,12℃,0℃
['呼兰2018年11月份天气情况'],2018年11月02日,晴/多云,14℃,4℃
['呼兰2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,13℃,0℃
['呼兰2018年11月份天气情况'],2018年11月04日,多云/多云,2℃,-6℃
['呼兰2018年11月份天气情况'],2018年11月05日,晴/晴,2℃,-7℃
['呼兰2018年11月份天气情况'],2018年11月06日,晴/多云,3℃,-5℃
['呼兰2018年11月份天气情况'],2018年11月07日,晴/多云,6℃,-4℃
['呼兰2018年11月份天气情况'],2018年11月08日,多云/小雨,8℃,0℃
['呼兰2018年11月份天气情况'],2018年11月09日,雨夹雪/小雪,2℃,-2℃
['呼兰2018年11月份天气情况'],2018年11月10日,多云/晴,3℃,-8℃
['呼兰2018年11月份天气情况'],2018年11月11日,多云/晴,4℃,-7℃
['呼兰2018年11月份天气情况'],2018年11月12日,多云/多云,3℃,-6℃
['呼兰2018年11月份天气情况'],2018年11月13日,多云/晴,3℃,-5℃
['呼兰2018年11月份天气情况'],2018年11月14日,雨夹雪/雨夹雪,5℃,-3℃
['呼兰2018年11月份天气情况'],2018年11月15日,多云/多云,2℃,-8℃
['呼兰2018年11月份天气情况'],2018年11月16日,多云/多云,-1℃,-9℃
['呼兰2018年11月份天气情况'],2018年11月17日,晴/多云,0℃,-11℃
['呼兰2018年11月份天气情况'],2018年11月18日,多云/多云,0℃,-11℃
['呼兰2018年11月份天气情况'],2018年11月19日,多云/晴,-3℃,-11℃
['呼兰2018年11月份天气情况'],2018年11月20日,多云/多云,-4℃,-15℃
['呼兰2018年11月份天气情况'],2018年11月21日,多云/多云,-3℃,-15℃
['呼兰2018年11月份天气情况'],2018年11月22日,晴/晴,-8℃,-15℃
['呼兰2018年11月份天气情况'],2018年11月23日,多云/多云,-3℃,-13℃
['呼兰2018年11月份天气情况'],2018年11月24日,多云/多云,0℃,-10℃
['呼兰2018年11月份天气情况'],2018年11月25日,晴/晴,1℃,-6℃
['呼兰2018年11月份天气情况'],2018年11月26日,多云/多云,6℃,-6℃
['呼兰2018年11月份天气情况'],2018年11月27日,多云/多云,-1℃,-10℃
['呼兰2018年11月份天气情况'],2018年11月28日,多云/多云,-5℃,-16℃
['呼兰2018年11月份天气情况'],2018年11月29日,晴/晴,-7℃,-15℃
['呼兰2018年11月份天气情况'],2018年11月30日,多云/晴,-4℃,-17℃
['呼兰2018年12月份天气情况'],2018年12月01日,晴/多云,2℃,-11℃
['呼兰2018年12月份天气情况'],2018年12月02日,小雨/多云,8℃,-2℃
['呼兰2018年12月份天气情况'],2018年12月03日,多云/多云,3℃,-13℃
['呼兰2018年12月份天气情况'],2018年12月04日,多云/晴,-10℃,-18℃
['呼兰2018年12月份天气情况'],2018年12月05日,晴/晴,-11℃,-22℃
['呼兰2018年12月份天气情况'],2018年12月06日,多云/晴,-13℃,-23℃
['呼兰2018年12月份天气情况'],2018年12月07日,多云/多云,-13℃,-23℃
['呼兰2018年12月份天气情况'],2018年12月08日,晴/晴,-15℃,-23℃
['呼兰2018年12月份天气情况'],2018年12月09日,晴/晴,-13℃,-23℃
['呼兰2018年12月份天气情况'],2018年12月10日,晴/多云,-10℃,-20℃
['呼兰2018年12月份天气情况'],2018年12月11日,晴/晴,-11℃,-22℃
['呼兰2018年12月份天气情况'],2018年12月12日,多云/阵雪,-9℃,-20℃
['呼兰2018年12月份天气情况'],2018年12月13日,多云/多云,-9℃,-20℃
['呼兰2018年12月份天气情况'],2018年12月14日,晴/晴,-9℃,-17℃
['呼兰2018年12月份天气情况'],2018年12月15日,晴/多云,-3℃,-15℃
['呼兰2018年12月份天气情况'],2018年12月16日,晴/晴,-4℃,-14℃
['呼兰2018年12月份天气情况'],2018年12月17日,多云/晴,-4℃,-16℃
['呼兰2018年12月份天气情况'],2018年12月18日,多云/晴,-6℃,-15℃
['呼兰2018年12月份天气情况'],2018年12月19日,晴/晴,-4℃,-14℃
['呼兰2018年12月份天气情况'],2018年12月20日,晴/多云,-3℃,-14℃
['呼兰2018年12月份天气情况'],2018年12月21日,中雪/多云,-2℃,-10℃
['呼兰2018年12月份天气情况'],2018年12月22日,晴/多云,-2℃,-17℃
['呼兰2018年12月份天气情况'],2018年12月23日,晴/多云,-10℃,-21℃
['呼兰2018年12月份天气情况'],2018年12月24日,晴/多云,-9℃,-19℃
['呼兰2018年12月份天气情况'],2018年12月25日,多云/多云,-12℃,-25℃
['呼兰2018年12月份天气情况'],2018年12月26日,晴/多云,-17℃,-27℃
['呼兰2018年12月份天气情况'],2018年12月27日,晴/晴,-17℃,-24℃
['呼兰2018年12月份天气情况'],2018年12月28日,晴/晴,-16℃,-23℃
['呼兰2018年12月份天气情况'],2018年12月29日,晴/晴,-15℃,-22℃
['呼兰2018年12月份天气情况'],2018年12月30日,晴/多云,-11℃,-22℃
['呼兰2018年12月份天气情况'],2018年12月31日,晴/晴,-13℃,-23℃
['呼玛2018年11月份天气情况'],2018年11月01日,多云/多云,10℃,-11℃
['呼玛2018年11月份天气情况'],2018年11月02日,阴/阴,6℃,-13℃
['呼玛2018年11月份天气情况'],2018年11月03日,多云/多云,1℃,-14℃
['呼玛2018年11月份天气情况'],2018年11月04日,多云/阴,-4℃,-15℃
['呼玛2018年11月份天气情况'],2018年11月05日,多云/多云,-1℃,-17℃
['呼玛2018年11月份天气情况'],2018年11月06日,多云/多云,-1℃,-18℃
['呼玛2018年11月份天气情况'],2018年11月07日,多云/多云,1℃,-17℃
['呼玛2018年11月份天气情况'],2018年11月08日,多云/阴,0℃,-13℃
['呼玛2018年11月份天气情况'],2018年11月09日,阴/阴,-1℃,-9℃
['呼玛2018年11月份天气情况'],2018年11月10日,中雪/小雪,-1℃,-6℃
['呼玛2018年11月份天气情况'],2018年11月11日,阴/阴,0℃,-10℃
['呼玛2018年11月份天气情况'],2018年11月12日,多云/多云,1℃,-10℃
['呼玛2018年11月份天气情况'],2018年11月13日,多云/多云,4℃,-12℃
['呼玛2018年11月份天气情况'],2018年11月14日,小雪/小雪,-3℃,-16℃
['呼玛2018年11月份天气情况'],2018年11月15日,阴/多云,-6℃,-15℃
['呼玛2018年11月份天气情况'],2018年11月16日,阴/多云,-9℃,-25℃
['呼玛2018年11月份天气情况'],2018年11月17日,多云/多云,-9℃,-25℃
['呼玛2018年11月份天气情况'],2018年11月18日,多云/多云,-9℃,-25℃
['呼玛2018年11月份天气情况'],2018年11月19日,多云/多云,-10℃,-26℃
['呼玛2018年11月份天气情况'],2018年11月20日,多云/晴,-14℃,-31℃
['呼玛2018年11月份天气情况'],2018年11月21日,多云/多云,-16℃,-33℃
['呼玛2018年11月份天气情况'],2018年11月22日,多云/多云,-13℃,-30℃
['呼玛2018年11月份天气情况'],2018年11月23日,多云/多云,-12℃,-30℃
['呼玛2018年11月份天气情况'],2018年11月24日,阴/多云,-13℃,-25℃
['呼玛2018年11月份天气情况'],2018年11月25日,多云/多云,-9℃,-25℃
['呼玛2018年11月份天气情况'],2018年11月26日,小雪/阴,-8℃,-16℃
['呼玛2018年11月份天气情况'],2018年11月27日,阴/阴,-15℃,-30℃
['呼玛2018年11月份天气情况'],2018年11月28日,阴/阴,-14℃,-25℃
['呼玛2018年11月份天气情况'],2018年11月29日,多云/多云,-13℃,-30℃
['呼玛2018年11月份天气情况'],2018年11月30日,阴/多云,-13℃,-29℃
['呼玛2018年12月份天气情况'],2018年12月01日,阴/多云,-14℃,-29℃
['呼玛2018年12月份天气情况'],2018年12月02日,阴/阴,-9℃,-21℃
['呼玛2018年12月份天气情况'],2018年12月03日,多云/多云,-11℃,-29℃
['呼玛2018年12月份天气情况'],2018年12月04日,多云/多云,-19℃,-37℃
['呼玛2018年12月份天气情况'],2018年12月05日,多云/多云,-23℃,-37℃
['呼玛2018年12月份天气情况'],2018年12月06日,多云/多云,-23℃,-36℃
['呼玛2018年12月份天气情况'],2018年12月07日,多云/多云,-24℃,-32℃
['呼玛2018年12月份天气情况'],2018年12月08日,多云/多云,-20℃,-33℃
['呼玛2018年12月份天气情况'],2018年12月09日,多云/晴,-20℃,-34℃
['呼玛2018年12月份天气情况'],2018年12月10日,多云/多云,-16℃,-33℃
['呼玛2018年12月份天气情况'],2018年12月11日,多云/多云,-18℃,-33℃
['呼玛2018年12月份天气情况'],2018年12月12日,多云/晴,-20℃,-36℃
['呼玛2018年12月份天气情况'],2018年12月13日,多云/晴,-23℃,-37℃
['呼玛2018年12月份天气情况'],2018年12月14日,多云/多云,-21℃,-33℃
['呼玛2018年12月份天气情况'],2018年12月15日,阴/阴,-20℃,-34℃
['呼玛2018年12月份天气情况'],2018年12月16日,多云/多云,-19℃,-29℃
['呼玛2018年12月份天气情况'],2018年12月17日,多云/多云,-20℃,-31℃
['呼玛2018年12月份天气情况'],2018年12月18日,多云/晴,-25℃,-38℃
['呼玛2018年12月份天气情况'],2018年12月19日,多云/晴,-19℃,-34℃
['呼玛2018年12月份天气情况'],2018年12月20日,多云/阴,-12℃,-31℃
['呼玛2018年12月份天气情况'],2018年12月21日,阴/阴,-22℃,-31℃
['呼玛2018年12月份天气情况'],2018年12月22日,小雪/阵雪,-20℃,-32℃
['呼玛2018年12月份天气情况'],2018年12月23日,多云/多云,-15℃,-34℃
['呼玛2018年12月份天气情况'],2018年12月24日,多云/阴,-18℃,-32℃
['呼玛2018年12月份天气情况'],2018年12月25日,小雪/阴,-20℃,-32℃
['呼玛2018年12月份天气情况'],2018年12月26日,阵雪/晴,-19℃,-32℃
['呼玛2018年12月份天气情况'],2018年12月27日,多云/多云,-17℃,-27℃
['呼玛2018年12月份天气情况'],2018年12月28日,多云/晴,-15℃,-28℃
['呼玛2018年12月份天气情况'],2018年12月29日,多云/多云,-15℃,-26℃
['呼玛2018年12月份天气情况'],2018年12月30日,多云/晴,-15℃,-25℃
['呼玛2018年12月份天气情况'],2018年12月31日,多云/多云,-20℃,-33℃
['虎林2018年11月份天气情况'],2018年11月01日,晴/晴,11℃,-2℃
['虎林2018年11月份天气情况'],2018年11月02日,晴/多云,12℃,0℃
['虎林2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,13℃,0℃
['虎林2018年11月份天气情况'],2018年11月04日,多云/雨夹雪,3℃,-7℃
['虎林2018年11月份天气情况'],2018年11月05日,晴/多云,4℃,-6℃
['虎林2018年11月份天气情况'],2018年11月06日,晴/多云,4℃,-7℃
['虎林2018年11月份天气情况'],2018年11月07日,多云/多云,6℃,-5℃
['虎林2018年11月份天气情况'],2018年11月08日,多云/中雨,7℃,0℃
['虎林2018年11月份天气情况'],2018年11月09日,雨夹雪/雨夹雪,7℃,-1℃
['虎林2018年11月份天气情况'],2018年11月10日,雨夹雪/多云,2℃,-5℃
['虎林2018年11月份天气情况'],2018年11月11日,多云/多云,3℃,-6℃
['虎林2018年11月份天气情况'],2018年11月12日,多云/多云,3℃,-5℃
['虎林2018年11月份天气情况'],2018年11月13日,多云/多云,3℃,-5℃
['虎林2018年11月份天气情况'],2018年11月14日,晴/多云,4℃,-6℃
['虎林2018年11月份天气情况'],2018年11月15日,雨夹雪/中雪,4℃,-3℃
['虎林2018年11月份天气情况'],2018年11月16日,多云/多云,-2℃,-10℃
['虎林2018年11月份天气情况'],2018年11月17日,多云/多云,-3℃,-11℃
['虎林2018年11月份天气情况'],2018年11月18日,晴/晴,-1℃,-10℃
['虎林2018年11月份天气情况'],2018年11月19日,多云/多云,-2℃,-13℃
['虎林2018年11月份天气情况'],2018年11月20日,多云/多云,-2℃,-14℃
['虎林2018年11月份天气情况'],2018年11月21日,多云/多云,-5℃,-12℃
['虎林2018年11月份天气情况'],2018年11月22日,多云/多云,-6℃,-15℃
['虎林2018年11月份天气情况'],2018年11月23日,多云/多云,-7℃,-13℃
['虎林2018年11月份天气情况'],2018年11月24日,多云/多云,0℃,-10℃
['虎林2018年11月份天气情况'],2018年11月25日,多云/多云,1℃,-10℃
['虎林2018年11月份天气情况'],2018年11月26日,晴/阵雪,3℃,-3℃
['虎林2018年11月份天气情况'],2018年11月27日,多云/多云,1℃,-11℃
['虎林2018年11月份天气情况'],2018年11月28日,多云/多云,-4℃,-14℃
['虎林2018年11月份天气情况'],2018年11月29日,多云/多云,-8℃,-19℃
['虎林2018年11月份天气情况'],2018年11月30日,多云/阵雪,-7℃,-12℃
['虎林2018年12月份天气情况'],2018年12月01日,多云/多云,-6℃,-12℃
['虎林2018年12月份天气情况'],2018年12月02日,多云/雨夹雪,5℃,-4℃
['虎林2018年12月份天气情况'],2018年12月03日,雨夹雪/多云,6℃,-7℃
['虎林2018年12月份天气情况'],2018年12月04日,多云/多云,-3℃,-18℃
['虎林2018年12月份天气情况'],2018年12月05日,多云/多云,-9℃,-16℃
['虎林2018年12月份天气情况'],2018年12月06日,多云/多云,-10℃,-23℃
['虎林2018年12月份天气情况'],2018年12月07日,多云/多云,-16℃,-24℃
['虎林2018年12月份天气情况'],2018年12月08日,多云/多云,-15℃,-21℃
['虎林2018年12月份天气情况'],2018年12月09日,晴/晴,-13℃,-18℃
['虎林2018年12月份天气情况'],2018年12月10日,多云/多云,-11℃,-19℃
['虎林2018年12月份天气情况'],2018年12月11日,晴/晴,-10℃,-20℃
['虎林2018年12月份天气情况'],2018年12月12日,多云/多云,-11℃,-19℃
['虎林2018年12月份天气情况'],2018年12月13日,多云/多云,-10℃,-19℃
['虎林2018年12月份天气情况'],2018年12月14日,多云/多云,-11℃,-18℃
['虎林2018年12月份天气情况'],2018年12月15日,多云/多云,-6℃,-13℃
['虎林2018年12月份天气情况'],2018年12月16日,多云/多云,-1℃,-12℃
['虎林2018年12月份天气情况'],2018年12月17日,多云/多云,-5℃,-16℃
['虎林2018年12月份天气情况'],2018年12月18日,多云/多云,-7℃,-12℃
['虎林2018年12月份天气情况'],2018年12月19日,多云/多云,-5℃,-15℃
['虎林2018年12月份天气情况'],2018年12月20日,多云/多云,-5℃,-14℃
['虎林2018年12月份天气情况'],2018年12月21日,小雪/阵雪,-3℃,-12℃
['虎林2018年12月份天气情况'],2018年12月22日,阵雪/多云,-4℃,-14℃
['虎林2018年12月份天气情况'],2018年12月23日,多云/多云,-6℃,-14℃
['虎林2018年12月份天气情况'],2018年12月24日,多云/多云,-9℃,-16℃
['虎林2018年12月份天气情况'],2018年12月25日,多云/多云,-5℃,-19℃
['虎林2018年12月份天气情况'],2018年12月26日,多云/阴,-15℃,-20℃
['虎林2018年12月份天气情况'],2018年12月27日,阴/阴,-16℃,-21℃
['虎林2018年12月份天气情况'],2018年12月28日,阴/阴,-15℃,-19℃
['虎林2018年12月份天气情况'],2018年12月29日,多云/多云,-14℃,-18℃
['虎林2018年12月份天气情况'],2018年12月30日,阴/阴,-11℃,-16℃
['虎林2018年12月份天气情况'],2018年12月31日,多云/多云,-10℃,-18℃
['桦川2018年11月份天气情况'],2018年11月01日,晴/多云,12℃,0℃
['桦川2018年11月份天气情况'],2018年11月02日,晴/晴,15℃,2℃
['桦川2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,13℃,-1℃
['桦川2018年11月份天气情况'],2018年11月04日,多云/晴,3℃,-8℃
['桦川2018年11月份天气情况'],2018年11月05日,晴/多云,2℃,-10℃
['桦川2018年11月份天气情况'],2018年11月06日,晴/晴,7℃,-8℃
['桦川2018年11月份天气情况'],2018年11月07日,多云/多云,7℃,-4℃
['桦川2018年11月份天气情况'],2018年11月08日,多云/雨夹雪,9℃,-1℃
['桦川2018年11月份天气情况'],2018年11月09日,雨夹雪/中雪,2℃,-2℃
['桦川2018年11月份天气情况'],2018年11月10日,雨夹雪/阴,1℃,-5℃
['桦川2018年11月份天气情况'],2018年11月11日,多云/多云,1℃,-7℃
['桦川2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-9℃
['桦川2018年11月份天气情况'],2018年11月13日,多云/晴,3℃,-8℃
['桦川2018年11月份天气情况'],2018年11月14日,多云/多云,4℃,-7℃
['桦川2018年11月份天气情况'],2018年11月15日,小雪/多云,2℃,-8℃
['桦川2018年11月份天气情况'],2018年11月16日,晴/晴,-4℃,-14℃
['桦川2018年11月份天气情况'],2018年11月17日,晴/多云,-1℃,-13℃
['桦川2018年11月份天气情况'],2018年11月18日,多云/多云,-1℃,-11℃
['桦川2018年11月份天气情况'],2018年11月19日,多云/多云,-4℃,-16℃
['桦川2018年11月份天气情况'],2018年11月20日,多云/晴,-4℃,-18℃
['桦川2018年11月份天气情况'],2018年11月21日,多云/多云,-6℃,-17℃
['桦川2018年11月份天气情况'],2018年11月22日,多云/晴,-10℃,-22℃
['桦川2018年11月份天气情况'],2018年11月23日,晴/晴,-7℃,-15℃
['桦川2018年11月份天气情况'],2018年11月24日,晴/多云,0℃,-14℃
['桦川2018年11月份天气情况'],2018年11月25日,多云/晴,0℃,-9℃
['桦川2018年11月份天气情况'],2018年11月26日,多云/多云,6℃,-6℃
['桦川2018年11月份天气情况'],2018年11月27日,多云/多云,-1℃,-14℃
['桦川2018年11月份天气情况'],2018年11月28日,多云/多云,-8℃,-20℃
['桦川2018年11月份天气情况'],2018年11月29日,多云/多云,-10℃,-20℃
['桦川2018年11月份天气情况'],2018年11月30日,阵雪/多云,-7℃,-16℃
['桦川2018年12月份天气情况'],2018年12月01日,多云/多云,-6℃,-12℃
['桦川2018年12月份天气情况'],2018年12月02日,多云/多云,5℃,-8℃
['桦川2018年12月份天气情况'],2018年12月03日,多云/多云,5℃,-14℃
['桦川2018年12月份天气情况'],2018年12月04日,晴/晴,-5℃,-21℃
['桦川2018年12月份天气情况'],2018年12月05日,多云/多云,-12℃,-23℃
['桦川2018年12月份天气情况'],2018年12月06日,多云/多云,-12℃,-24℃
['桦川2018年12月份天气情况'],2018年12月07日,晴/晴,-15℃,-23℃
['桦川2018年12月份天气情况'],2018年12月08日,多云/晴,-15℃,-19℃
['桦川2018年12月份天气情况'],2018年12月09日,多云/多云,-14℃,-22℃
['桦川2018年12月份天气情况'],2018年12月10日,多云/多云,-12℃,-24℃
['桦川2018年12月份天气情况'],2018年12月11日,多云/多云,-12℃,-22℃
['桦川2018年12月份天气情况'],2018年12月12日,多云/多云,-11℃,-20℃
['桦川2018年12月份天气情况'],2018年12月13日,多云/多云,-13℃,-20℃
['桦川2018年12月份天气情况'],2018年12月14日,多云/多云,-9℃,-17℃
['桦川2018年12月份天气情况'],2018年12月15日,多云/多云,-7℃,-13℃
['桦川2018年12月份天气情况'],2018年12月16日,多云/多云,-7℃,-16℃
['桦川2018年12月份天气情况'],2018年12月17日,多云/多云,-4℃,-16℃
['桦川2018年12月份天气情况'],2018年12月18日,多云/多云,-7℃,-13℃
['桦川2018年12月份天气情况'],2018年12月19日,晴/多云,-6℃,-16℃
['桦川2018年12月份天气情况'],2018年12月20日,多云/晴,-4℃,-14℃
['桦川2018年12月份天气情况'],2018年12月21日,小雪/多云,-4℃,-14℃
['桦川2018年12月份天气情况'],2018年12月22日,多云/多云,-3℃,-14℃
['桦川2018年12月份天气情况'],2018年12月23日,晴/多云,-11℃,-18℃
['桦川2018年12月份天气情况'],2018年12月24日,多云/多云,-7℃,-18℃
['桦川2018年12月份天气情况'],2018年12月25日,阴/多云,-8℃,-20℃
['桦川2018年12月份天气情况'],2018年12月26日,多云/多云,-15℃,-19℃
['桦川2018年12月份天气情况'],2018年12月27日,多云/多云,-15℃,-21℃
['桦川2018年12月份天气情况'],2018年12月28日,多云/多云,-16℃,-21℃
['桦川2018年12月份天气情况'],2018年12月29日,多云/多云,-14℃,-19℃
['桦川2018年12月份天气情况'],2018年12月30日,晴/多云,-10℃,-18℃
