Citys,ymd,Weather,highTemp,lowTemp,windPower
哈尔滨,20120710,雷阵雨/雷阵雨,29,21,4
哈尔滨,20120711,雷阵雨/雷阵雨,27,19,4
哈尔滨,20120712,雷阵雨/多云,25,17,4
哈尔滨,20120713,晴/晴,26,17,4
哈尔滨,20120714,多云/晴,27,17,4
哈尔滨,20120715,多云/晴,30,19,4
哈尔滨,20120716,晴/晴,31,21,4
哈尔滨,20120717,晴/晴,33,22,4
哈尔滨,20120718,晴/晴,34,22,4
哈尔滨,20120719,阵雨/阵雨,30,21,4
哈尔滨,20120720,多云/阵雨,28,17,4
哈尔滨,20120721,多云/多云,28,20,4
哈尔滨,20120722,小到中雨/大到暴雨,27,21,4
哈尔滨,20120723,多云/晴,28,19,4
哈尔滨,20120724,晴/晴,31,20,4
哈尔滨,20120725,多云/小雨,31,22,4
哈尔滨,20120726,雷阵雨/中雨,29,20,3
哈尔滨,20120727,雷阵雨/晴,27,18,4
哈尔滨,20120728,多云/中到大雨,29,22,4
哈尔滨,20120729,中雨/雷阵雨,26,18,4
哈尔滨,20120730,雷阵雨/阵雨,23,16,4
哈尔滨,20120731,多云/晴,25,16,4
哈尔滨,20120801,晴/多云,26,18,3
哈尔滨,20120802,小雨/多云,23,17,4
哈尔滨,20120803,多云/小雨,27,19,4
哈尔滨,20120804,阵雨/多云,25,18,3
哈尔滨,20120805,多云/晴,28,18,3
哈尔滨,20120806,晴/晴,31,21,3
哈尔滨,20120807,晴/多云,32,22,4
哈尔滨,20120808,雷阵雨/雷阵雨,28,19,5
哈尔滨,20120809,雾/晴,27,16,4
哈尔滨,20120810,雷阵雨/多云,26,15,4
哈尔滨,20120811,多云/多云,24,14,4
哈尔滨,20120812,多云/晴,24,14,4
哈尔滨,20120813,晴/晴,27,15,4
哈尔滨,20120814,晴/多云,28,17,4
哈尔滨,20120815,晴/多云,27,17,4
哈尔滨,20120816,晴/晴,29,17,4
哈尔滨,20120817,晴/多云,31,21,5
哈尔滨,20120818,雷阵雨/多云,26,18,5
哈尔滨,20120819,晴/晴,27,18,4
哈尔滨,20120820,多云/多云,29,16,5
哈尔滨,20120821,多云/晴,23,11,4
哈尔滨,20120822,晴/晴,24,12,4
哈尔滨,20120823,晴/晴,27,17,4
哈尔滨,20120824,晴/晴,29,18,4
哈尔滨,20120825,晴/多云,28,17,4
哈尔滨,20120826,晴/晴,29,18,4
哈尔滨,20120827,多云/多云,29,19,4
哈尔滨,20120828,阵雨/大到暴雨,28,20,5
哈尔滨,20120829,大雨/晴,23,12,6
哈尔滨,20120830,晴/晴,26,15,4
哈尔滨,20120831,晴/晴,30,15,4
哈尔滨,20120901,晴/多云,30,17,4
哈尔滨,20120902,雷阵雨/小雨,28,19,4
哈尔滨,20120903,阵雨/小到中雨,22,13,4
哈尔滨,20120904,阵雨/多云,16,9,4
哈尔滨,20120905,多云/晴,20,9,3
哈尔滨,20120906,晴/晴,23,12,4
哈尔滨,20120907,晴/晴,26,14,4
哈尔滨,20120908,阵雨/阵雨,24,13,4
哈尔滨,20120909,多云/晴,21,13,4
哈尔滨,20120910,晴/晴,25,15,4
哈尔滨,20120911,多云/阵雨,25,15,4
哈尔滨,20120912,阵雨/阵雨,20,12,4
哈尔滨,20120913,阵雨/阵雨,18,9,4
哈尔滨,20120914,晴/晴,17,7,3
哈尔滨,20120915,晴/晴,21,9,3
哈尔滨,20120916,晴/晴,24,9,3
哈尔滨,20120917,晴/阵雨,23,12,4
哈尔滨,20120918,多云/晴,19,9,5
哈尔滨,20120919,晴/晴,23,11,4
哈尔滨,20120920,晴/晴,25,14,4
哈尔滨,20120921,晴/晴,26,14,4
哈尔滨,20120922,阵雨/阵雨,25,13,4
哈尔滨,20120923,雷阵雨/晴,20,7,4
哈尔滨,20120924,晴/晴,20,7,4
哈尔滨,20120925,多云/雷阵雨,21,12,5
哈尔滨,20120926,晴/晴,20,9,4
哈尔滨,20120927,多云/小雨,19,13,4
哈尔滨,20120928,小到中雨/阵雨,15,12,5
哈尔滨,20120929,阵雨/多云,15,6,4
哈尔滨,20120930,晴/晴,17,5,4
哈尔滨,20121001,晴/晴,18,5,3
哈尔滨,20121002,晴/晴,21,8,3
哈尔滨,20121003,阵雨/阵雨,19,10,4
哈尔滨,20121004,阵雨/阵雨,15,7,4
哈尔滨,20121005,多云/晴,14,4,4
哈尔滨,20121006,晴/晴,15,2,4
哈尔滨,20121007,晴/晴,19,6,4
哈尔滨,20121008,晴/多云,21,11,5
哈尔滨,20121009,阵雨/阵雨,20,7,5
哈尔滨,20121010,晴/晴,11,0,4
哈尔滨,20121011,晴/晴,12,1,3
哈尔滨,20121012,晴/多云,12,3,3
哈尔滨,20121013,阵雨/阵雨,11,1,4
哈尔滨,20121014,多云/晴,10,1,4
哈尔滨,20121015,晴/多云,11,2,4
哈尔滨,20121016,中雨/阵雨,11,2,5
哈尔滨,20121017,雨夹雪/多云,5,0,5
哈尔滨,20121018,晴/晴,7,-2,5
哈尔滨,20121019,晴/晴,9,-1,4
哈尔滨,20121020,晴/晴,6,-3,4
哈尔滨,20121021,晴/雨夹雪,6,-2,4
哈尔滨,20121022,多云/多云,6,-2,5
哈尔滨,20121023,晴/晴,8,-1,4
哈尔滨,20121024,多云/多云,9,1,4
哈尔滨,20121025,晴/晴,12,1,4
哈尔滨,20121026,晴/晴,16,9,4
哈尔滨,20121027,小雨/阵雨,15,2,5
哈尔滨,20121028,多云/晴,6,-6,5
哈尔滨,20121029,晴/多云,3,-7,4
哈尔滨,20121030,晴/晴,2,-6,4
哈尔滨,20121031,阵雪/多云,2,-6,3
哈尔滨,20121101,晴/晴,1,-9,4
哈尔滨,20121102,晴/晴,3,-8,4
哈尔滨,20121103,晴/多云,4,-5,4
哈尔滨,20121104,多云/多云,6,0,4
哈尔滨,20121105,多云/多云,5,-1,4
哈尔滨,20121106,晴/晴,5,-3,4
哈尔滨,20121107,晴/多云,5,-2,4
哈尔滨,20121108,多云/多云,6,-4,4
哈尔滨,20121109,晴/晴,6,-5,4
哈尔滨,20121110,多云/多云,7,0,4
哈尔滨,20121111,小雨/中雨,3,1,6
哈尔滨,20121112,大雪/小雪,2,-2,5
哈尔滨,20121113,阵雪/阵雪,2,-5,4
哈尔滨,20121114,阵雪/晴,2,-5,4
哈尔滨,20121115,晴/晴,2,-4,4
哈尔滨,20121116,多云/晴,0,-8,4
哈尔滨,20121117,晴/晴,-3,-11,4
哈尔滨,20121118,晴/阵雪,-4,-11,4
哈尔滨,20121119,多云/晴,-5,-12,4
哈尔滨,20121120,晴/晴,-4,-11,4
哈尔滨,20121121,多云/多云,-4,-11,4
哈尔滨,20121122,多云/晴,-7,-15,4
哈尔滨,20121123,晴/晴,-6,-15,4
哈尔滨,20121124,晴/多云,-6,-12,4
哈尔滨,20121125,多云/阵雪,-3,-14,4
哈尔滨,20121126,多云/晴,-8,-16,4
哈尔滨,20121127,多云/大雪,-5,-9,5
哈尔滨,20121128,小雪/多云,2,-19,4
哈尔滨,20121129,晴/晴,-13,-21,4
哈尔滨,20121130,晴/晴,-12,-24,4
哈尔滨,20121201,晴/阵雪,-12,-17,4
哈尔滨,20121202,小雪/阵雪,-7,-14,4
哈尔滨,20121203,中雪/小雪,-6,-18,5
哈尔滨,20121204,多云/晴,-17,-24,5
哈尔滨,20121205,晴/晴,-16,-25,4
哈尔滨,20121206,晴/晴,-17,-29,4
哈尔滨,20121207,晴/多云,-19,-28,4
哈尔滨,20121208,阵雪/小雪,-15,-22,4
哈尔滨,20121209,阵雪/晴,-14,-24,4
哈尔滨,20121210,晴/阵雪,-15,-19,4
哈尔滨,20121211,晴/晴,-10,-20,3
哈尔滨,20121212,晴/多云,-12,-18,4
哈尔滨,20121213,阵雪/晴,-8,-18,4
哈尔滨,20121214,晴/多云,-10,-18,4
哈尔滨,20121215,小雪/多云,-13,-22,5
哈尔滨,20121216,晴/晴,-15,-24,4
哈尔滨,20121217,多云/晴,-18,-28,4
哈尔滨,20121218,晴/晴,-19,-27,4
哈尔滨,20121219,晴/晴,-16,-26,3
哈尔滨,20121220,晴/阵雪,-14,-22,3
哈尔滨,20121221,阵雪/多云,-13,-25,5
哈尔滨,20121222,晴/晴,-20,-30,4
哈尔滨,20121223,晴/多云,-21,-29,4
哈尔滨,20121224,多云/阵雪,-19,-28,4
哈尔滨,20121225,多云/晴,-20,-32,5
哈尔滨,20121226,晴/晴,-20,-28,4
哈尔滨,20121227,多云/晴,-17,-23,4
哈尔滨,20121228,多云/小雪,-10,-18,4
哈尔滨,20121229,中雪/阵雪,-12,-23,5
哈尔滨,20121230,阵雪/多云,-20,-27,4
哈尔滨,20121231,晴/多云,-21,-27,3
哈尔滨,20130101,阵雪/阵雪,-21,-28,4
哈尔滨,20130102,多云/晴,-22,-31,4
哈尔滨,20130103,晴/晴,-20,-25,4
哈尔滨,20130104,晴/多云,-14,-20,4
哈尔滨,20130105,多云/晴,-16,-27,3
哈尔滨,20130106,晴/晴,-18,-29,4
哈尔滨,20130107,多云/晴,-21,-31,4
哈尔滨,20130108,晴/晴,-22,-33,4
哈尔滨,20130109,多云/晴,-22,-31,4
哈尔滨,20130110,晴/晴,-18,-30,4
哈尔滨,20130111,多云/多云,-18,-25,4
哈尔滨,20130112,晴/晴,-19,-30,4
哈尔滨,20130113,晴/阵雪,-17,-27,4
哈尔滨,20130114,多云/晴,-18,-30,4
哈尔滨,20130115,晴/雾,-18,-31,4
哈尔滨,20130116,雾/雾,-20,-31,4
哈尔滨,20130117,雾/晴,-17,-25,4
哈尔滨,20130118,晴/晴,-14,-21,4
哈尔滨,20130119,晴/晴,-12,-26,4
哈尔滨,20130120,晴/阵雪,-9,-16,3
哈尔滨,20130121,阵雪/雾,-12,-25,4
哈尔滨,20130122,雾/多云,-13,-23,3
哈尔滨,20130123,小雪/小雪,-8,-24,4
哈尔滨,20130124,小雪/阵雪,-16,-27,5
哈尔滨,20130125,阵雪/多云,-21,-27,5
哈尔滨,20130126,多云/晴,-17,-28,4
哈尔滨,20130127,晴/多云,-17,-23,4
哈尔滨,20130128,多云/多云,-12,-18,4
哈尔滨,20130129,晴/晴,-7,-17,4
哈尔滨,20130130,雾/阵雪,-5,-11,4
哈尔滨,20130131,雨夹雪/大雪,1,-9,4
哈尔滨,20130201,阵雪/晴,0,-21,5
哈尔滨,20130202,晴/晴,-15,-24,4
哈尔滨,20130203,多云/多云,-12,-20,4
哈尔滨,20130204,多云/晴,-14,-23,4
哈尔滨,20130205,晴/阵雪,-9,-18,4
哈尔滨,20130206,阵雪/阵雪,-14,-26,4
哈尔滨,20130207,多云/晴,-19,-29,5
哈尔滨,20130208,晴/晴,-17,-26,4
哈尔滨,20130209,晴/阵雪,-15,-25,4
哈尔滨,20130210,多云/晴,-16,-26,4
哈尔滨,20130211,晴/晴,-13,-23,4
哈尔滨,20130212,晴/阵雪,-8,-16,4
哈尔滨,20130213,阵雪/多云,-6,-19,4
哈尔滨,20130214,多云/晴,-11,-23,4
哈尔滨,20130215,晴/晴,-13,-26,4
哈尔滨,20130216,晴/小雪,-11,-15,4
哈尔滨,20130217,中雪/阵雪,-6,-20,4
哈尔滨,20130218,晴/晴,-11,-25,4
哈尔滨,20130219,晴/晴,-13,-27,4
哈尔滨,20130220,晴/晴,-14,-26,4
哈尔滨,20130221,晴/多云,-11,-22,4
哈尔滨,20130222,晴/多云,-12,-20,4
哈尔滨,20130223,阵雪/晴,-11,-23,4
哈尔滨,20130224,晴/晴,-11,-24,4
哈尔滨,20130225,晴/多云,-8,-16,4
哈尔滨,20130226,阵雪/多云,-4,-15,4
哈尔滨,20130227,阵雪/多云,-4,-17,4
哈尔滨,20130228,中雪/大雪,-3,-11,6
哈尔滨,20130301,阵雪/多云,-7,-18,5
哈尔滨,20130302,晴/晴,-9,-21,4
哈尔滨,20130303,晴/晴,-6,-20,4
哈尔滨,20130304,晴/晴,-4,-11,4
哈尔滨,20130305,多云/晴,2,-13,4
哈尔滨,20130306,晴/多云,5,-9,5
哈尔滨,20130307,多云/晴,2,-17,4
哈尔滨,20130308,多云/中雪,-7,-17,4
哈尔滨,20130309,大雪/阵雪,-9,-21,5
哈尔滨,20130310,晴/晴,-9,-19,4
哈尔滨,20130311,晴/多云,2,-8,4
哈尔滨,20130312,晴/晴,-3,-17,4
哈尔滨,20130313,晴/晴,-5,-20,4
哈尔滨,20130314,晴/多云,4,-9,5
哈尔滨,20130315,晴/晴,0,-17,4
哈尔滨,20130316,晴/多云,2,-4,4
哈尔滨,20130317,多云/多云,4,-13,4
哈尔滨,20130318,晴/晴,-4,-17,5
哈尔滨,20130319,晴/晴,-7,-19,4
哈尔滨,20130320,晴/晴,-7,-17,4
哈尔滨,20130321,阵雪/阵雪,-2,-12,4
哈尔滨,20130322,多云/晴,-6,-16,4
哈尔滨,20130323,晴/晴,-4,-15,4
哈尔滨,20130324,晴/晴,-4,-15,4
哈尔滨,20130325,晴/晴,0,-11,4
哈尔滨,20130326,多云/雨夹雪,5,-4,5
哈尔滨,20130327,阵雪/阵雪,1,-8,4
哈尔滨,20130328,多云/多云,1,-7,4
哈尔滨,20130329,晴/晴,1,-10,4
哈尔滨,20130330,晴/晴,2,-6,4
哈尔滨,20130331,多云/晴,3,-7,4
哈尔滨,20130401,多云/晴,5,-2,4
哈尔滨,20130402,晴/多云,11,0,6
哈尔滨,20130403,多云/晴,6,-4,5
哈尔滨,20130404,晴/多云,5,-2,4
哈尔滨,20130405,雨夹雪/多云,2,-6,4
哈尔滨,20130406,晴/晴,3,-5,4
哈尔滨,20130407,晴/晴,5,-3,4
哈尔滨,20130408,多云/多云,5,-3,4
哈尔滨,20130409,雨夹雪/阵雪,3,-2,5
哈尔滨,20130410,阵雪/阵雪,3,-2,5
哈尔滨,20130411,阵雪/晴,4,-2,4
哈尔滨,20130412,晴/阵雪,10,2,5
哈尔滨,20130413,多云/阵雪,7,-3,5
哈尔滨,20130414,阵雪/多云,4,-4,5
哈尔滨,20130415,多云/晴,4,-3,4
哈尔滨,20130416,晴/晴,7,-3,4
哈尔滨,20130417,晴/雨夹雪,7,-1,4
哈尔滨,20130418,雨夹雪/晴,5,-2,6
哈尔滨,20130419,晴/晴,8,-1,4
哈尔滨,20130420,多云/晴,10,0,4
哈尔滨,20130421,晴/晴,12,1,4
哈尔滨,20130422,晴/阵雨,18,7,4
哈尔滨,20130423,小雨/阵雨,16,5,4
哈尔滨,20130424,阵雨/阵雨,13,4,4
哈尔滨,20130425,阵雨/多云,13,3,4
哈尔滨,20130426,晴/晴,14,6,4
哈尔滨,20130427,晴/晴,18,8,4
哈尔滨,20130428,多云/阵雨,23,11,5
哈尔滨,20130429,小雨/阵雨,12,4,5
哈尔滨,20130430,多云/多云,16,4,4
哈尔滨,20130501,晴/多云,14,5,4
哈尔滨,20130502,多云/晴,14,6,4
哈尔滨,20130503,晴/晴,19,9,4
哈尔滨,20130504,晴/多云,24,13,4
哈尔滨,20130505,多云/晴,24,10,4
哈尔滨,20130506,晴/晴,24,10,3
哈尔滨,20130507,晴/晴,30,18,6
哈尔滨,20130508,晴/阵雨,31,17,6
哈尔滨,20130509,雷阵雨/雷阵雨,26,14,5
哈尔滨,20130510,中雨/阵雨,19,8,4
哈尔滨,20130511,阵雨/小到中雨,19,9,4
哈尔滨,20130512,雷阵雨/阵雨,17,7,4
哈尔滨,20130513,阵雨/阵雨,20,11,4
哈尔滨,20130514,小到中雨/阵雨,19,9,4
哈尔滨,20130515,多云/晴,20,10,4
哈尔滨,20130516,晴/多云,25,15,4
哈尔滨,20130517,雷阵雨/雷阵雨,24,16,5
哈尔滨,20130518,晴/晴,28,15,5
哈尔滨,20130519,多云/阵雨,27,12,5
哈尔滨,20130520,小雨/雷阵雨,17,8,4
哈尔滨,20130521,多云/多云,20,9,4
哈尔滨,20130522,晴/晴,23,14,4
哈尔滨,20130523,多云/雷阵雨,29,13,5
哈尔滨,20130524,多云/晴,23,10,4
哈尔滨,20130525,晴/晴,27,18,5
哈尔滨,20130526,多云/多云,31,21,5
哈尔滨,20130527,多云/雷阵雨,27,20,5
哈尔滨,20130528,多云/中雨,27,16,4
哈尔滨,20130529,多云/多云,22,13,4
哈尔滨,20130530,晴/晴,25,18,4
哈尔滨,20130531,晴/多云,33,20,6
哈尔滨,20130601,多云/晴,24,12,4
哈尔滨,20130602,晴/雷阵雨,24,11,4
哈尔滨,20130603,中雨/雷阵雨,21,12,4
哈尔滨,20130604,雷阵雨/多云,21,12,4
哈尔滨,20130605,多云/多云,26,15,4
哈尔滨,20130606,晴/多云,28,20,4
哈尔滨,20130607,雷阵雨/阴,26,19,4
哈尔滨,20130608,雷阵雨/多云,30,22,5
哈尔滨,20130609,多云/多云,29,15,4
哈尔滨,20130610,晴/晴,25,16,4
哈尔滨,20130611,阵雨/小雨,25,15,4
哈尔滨,20130612,中雨/多云,20,15,4
哈尔滨,20130613,晴/晴,28,20,4
哈尔滨,20130614,晴/晴,32,22,4
哈尔滨,20130615,多云/雷阵雨,28,20,5
哈尔滨,20130616,多云/多云,27,19,4
哈尔滨,20130617,晴/多云,27,18,4
哈尔滨,20130618,多云/晴,27,18,4
哈尔滨,20130619,多云/雷阵雨,28,15,4
哈尔滨,20130620,雷阵雨/多云,25,16,4
哈尔滨,20130621,雷阵雨/多云,27,17,4
哈尔滨,20130622,晴/晴,29,18,4
哈尔滨,20130623,晴/晴,31,19,4
哈尔滨,20130624,晴/多云,32,19,4
哈尔滨,20130625,多云/雷阵雨,31,20,4
哈尔滨,20130626,多云/雷阵雨,29,20,4
哈尔滨,20130627,雷阵雨/雷阵雨,26,18,4
哈尔滨,20130628,大雨/小雨,21,16,4
哈尔滨,20130629,中到大雨/大雨,25,19,4
哈尔滨,20130630,中雨/中雨,25,20,4
哈尔滨,20130701,中雨/中雨,24,19,4
哈尔滨,20130702,大雨/大到暴雨,23,19,4
哈尔滨,20130703,中雨/小到中雨,21,18,5
哈尔滨,20130704,雷阵雨/雷阵雨,23,19,4
哈尔滨,20130705,多云/晴,27,17,4
哈尔滨,20130706,晴/晴,31,22,4
哈尔滨,20130707,多云/中雨,32,21,5
哈尔滨,20130708,中到大雨/多云,25,18,4
哈尔滨,20130709,多云/多云,26,18,3
哈尔滨,20130710,晴/晴,28,18,3
哈尔滨,20130711,晴/多云,30,20,4
哈尔滨,20130712,晴/晴,28,17,4
哈尔滨,20130713,多云/多云,29,19,4
哈尔滨,20130714,晴/多云,30,20,4
哈尔滨,20130715,晴/大雨,30,22,5
哈尔滨,20130716,雷阵雨/多云,25,18,6
哈尔滨,20130717,晴/晴,30,20,4
哈尔滨,20130718,晴/多云,31,22,4
哈尔滨,20130719,中到大雨/中雨,26,20,6
哈尔滨,20130720,多云/晴,25,18,4
哈尔滨,20130721,晴/晴,29,19,4
哈尔滨,20130722,晴/晴,31,22,4
哈尔滨,20130723,晴/小雨,31,22,4
哈尔滨,20130724,中到大雨/阵雨,25,19,4
哈尔滨,20130725,雷阵雨/雷阵雨,23,19,4
哈尔滨,20130726,晴/多云,27,20,4
哈尔滨,20130727,晴/多云,28,21,4
哈尔滨,20130728,中雨/阵雨,25,18,5
哈尔滨,20130729,多云/晴,30,21,4
哈尔滨,20130730,晴/多云,31,22,4
哈尔滨,20130731,晴/多云,32,23,4
哈尔滨,20130801,多云/多云,32,22,4
哈尔滨,20130802,中雨/雷阵雨,28,23,4
哈尔滨,20130803,雷阵雨/雷阵雨,29,23,4
哈尔滨,20130804,雷阵雨/雷阵雨,29,22,4
哈尔滨,20130805,多云/多云,29,22,4
哈尔滨,20130806,中雨/雷阵雨,28,22,4
哈尔滨,20130807,雷阵雨/多云,30,21,4
哈尔滨,20130808,多云/雷阵雨,29,20,4
哈尔滨,20130809,雷阵雨/多云,29,21,4
哈尔滨,20130810,多云/小雨,30,22,4
哈尔滨,20130811,中雨/中雨,28,23,4
哈尔滨,20130812,中雨/中雨,27,23,4
哈尔滨,20130813,多云/多云,30,24,4
哈尔滨,20130814,雷阵雨/雷阵雨,29,22,4
哈尔滨,20130815,雷阵雨/多云,28,21,4
哈尔滨,20130816,大雨/雷阵雨,24,18,4
哈尔滨,20130817,雷阵雨/雷阵雨,25,18,4
哈尔滨,20130818,多云/多云,24,17,4
哈尔滨,20130819,多云/多云,25,17,4
哈尔滨,20130820,晴/晴,26,17,4
哈尔滨,20130821,小雨/中雨,26,19,4
哈尔滨,20130822,阵雨/雷阵雨,25,18,4
哈尔滨,20130823,多云/多云,24,17,4
哈尔滨,20130824,多云/多云,26,17,4
哈尔滨,20130825,多云/多云,26,15,4
哈尔滨,20130826,晴/晴,25,14,3
哈尔滨,20130827,晴/多云,23,14,3
哈尔滨,20130828,小到中雨/小雨,21,13,5
哈尔滨,20130829,阵雨/晴,18,11,5
哈尔滨,20130830,雷阵雨/阵雨,21,10,4
哈尔滨,20130831,雷阵雨/多云,18,10,4
哈尔滨,20130901,雷阵雨/多云,19,11,4
哈尔滨,20130902,雷阵雨/阵雨,19,12,4
哈尔滨,20130903,多云/晴,22,11,4
哈尔滨,20130904,晴/晴,23,12,4
哈尔滨,20130905,晴/多云,25,14,4
哈尔滨,20130906,雷阵雨/中雨,24,15,4
哈尔滨,20130907,雷阵雨/多云,21,12,4
哈尔滨,20130908,晴/晴,24,13,4
哈尔滨,20130909,晴/阵雨,27,15,5
哈尔滨,20130910,中雨/多云,22,9,4
哈尔滨,20130911,晴/晴,24,14,4
哈尔滨,20130912,晴/晴,27,18,5
哈尔滨,20130913,雷阵雨/中雨,25,18,5
哈尔滨,20130914,阵雨/多云,22,7,5
哈尔滨,20130915,晴/晴,18,7,4
哈尔滨,20130916,多云/晴,21,7,5
哈尔滨,20130917,晴/晴,20,6,4
哈尔滨,20130918,晴/多云,22,12,4
哈尔滨,20130919,中雨/多云,21,12,5
哈尔滨,20130920,晴/晴,18,8,4
哈尔滨,20130921,晴/晴,20,10,4
哈尔滨,20130922,晴/阵雨,25,16,5
哈尔滨,20130923,阵雨/多云,21,3,5
哈尔滨,20130924,晴/晴,16,3,4
哈尔滨,20130925,晴/晴,16,3,4
哈尔滨,20130926,晴/晴,19,8,5
哈尔滨,20130927,晴/晴,24,11,5
哈尔滨,20130928,多云/阵雨,21,9,4
哈尔滨,20130929,多云/多云,18,6,4
哈尔滨,20130930,晴/晴,21,10,4
哈尔滨,20131001,小到中雨/阵雨,15,4,4
哈尔滨,20131002,多云/晴,11,0,5
哈尔滨,20131003,晴/晴,8,-2,4
哈尔滨,20131004,晴/多云,18,6,4
哈尔滨,20131005,晴/晴,16,6,4
哈尔滨,20131006,晴/多云,23,13,5
哈尔滨,20131007,阵雨/晴,18,1,5
哈尔滨,20131008,晴/晴,15,6,4
哈尔滨,20131009,多云/多云,20,10,4
哈尔滨,20131010,小雨/中雨,19,6,5
哈尔滨,20131011,阵雨/多云,9,0,5
哈尔滨,20131012,晴/晴,13,3,4
哈尔滨,20131013,晴/阵雨,15,4,4
哈尔滨,20131014,多云/晴,9,-4,4
哈尔滨,20131015,晴/晴,6,-4,4
哈尔滨,20131016,晴/晴,9,-2,4
哈尔滨,20131017,晴/晴,11,2,4
哈尔滨,20131018,晴/多云,16,6,4
哈尔滨,20131019,阵雨/阵雨,16,8,4
哈尔滨,20131020,多云/多云,15,5,4
哈尔滨,20131021,雾/晴,15,4,4
哈尔滨,20131022,雾/雾,10,4,4
哈尔滨,20131023,小雨/小到中雨,15,6,4
哈尔滨,20131024,小到中雨/雨夹雪,8,2,4
哈尔滨,20131025,雨夹雪/多云,6,-2,5
哈尔滨,20131026,晴/晴,10,0,4
哈尔滨,20131027,晴/多云,11,5,4
哈尔滨,20131028,多云/多云,10,-3,4
哈尔滨,20131029,晴/晴,6,-4,4
哈尔滨,20131030,晴/晴,7,-1,4
哈尔滨,20131031,晴/晴,9,-1,4
哈尔滨,20131101,晴/晴,10,2,4
哈尔滨,20131102,阵雨/多云,11,1,4
哈尔滨,20131103,晴/雾,10,0,4
哈尔滨,20131104,晴/晴,11,2,4
哈尔滨,20131105,晴/多云,12,7,4
哈尔滨,20131106,多云/阵雪,12,-4,5
哈尔滨,20131107,多云/晴,0,-9,4
哈尔滨,20131108,晴/雨夹雪,2,-2,4
哈尔滨,20131109,多云/晴,6,-9,5
哈尔滨,20131110,阵雪/多云,-4,-12,4
哈尔滨,20131111,晴/多云,-3,-11,4
哈尔滨,20131112,晴/晴,0,-8,4
哈尔滨,20131113,晴/多云,5,0,4
哈尔滨,20131114,阵雪/多云,6,-4,4
哈尔滨,20131115,晴/多云,3,-3,4
哈尔滨,20131116,小雪/中到大雪,2,-3,4
哈尔滨,20131117,大到暴雪/大到暴雪,-1,-6,5
哈尔滨,20131118,大雪/中雪,-2,-7,5
哈尔滨,20131119,小雪/阵雪,-3,-7,5
哈尔滨,20131120,阵雪/多云,-1,-8,4
哈尔滨,20131121,晴/晴,-1,-10,4
哈尔滨,20131122,晴/晴,1,-8,4
哈尔滨,20131123,雾/雾,-1,-12,4
哈尔滨,20131124,晴/多云,-6,-12,4
哈尔滨,20131125,中雪/阵雪,-4,-10,5
哈尔滨,20131126,晴/晴,-6,-12,5
哈尔滨,20131127,阵雪/阵雪,-9,-14,5
哈尔滨,20131128,晴/晴,-6,-14,4
哈尔滨,20131129,晴/阴,-5,-11,4
哈尔滨,20131130,晴/晴,-3,-10,4
哈尔滨,20131201,晴/晴,-1,-8,4
哈尔滨,20131202,晴/多云,0,-8,4
哈尔滨,20131203,雾/雾,-4,-9,4
哈尔滨,20131204,阴/晴,0,-11,3
哈尔滨,20131205,多云/晴,-3,-14,3
哈尔滨,20131206,晴/晴,-5,-18,4
哈尔滨,20131207,晴/晴,-7,-16,3
哈尔滨,20131208,多云/小雪,-6,-12,4
哈尔滨,20131209,晴/晴,-7,-18,4
哈尔滨,20131210,多云/阵雪,-9,-22,4
哈尔滨,20131211,晴/晴,-11,-24,4
哈尔滨,20131212,多云/晴,-15,-24,4
哈尔滨,20131213,晴/小雪,-15,-22,4
哈尔滨,20131214,多云/阵雪,-12,-20,4
哈尔滨,20131215,多云/晴,-11,-21,4
哈尔滨,20131216,多云/多云,-12,-20,4
哈尔滨,20131217,阵雪/阵雪,-12,-20,4
哈尔滨,20131218,多云/阵雪,-12,-22,4
哈尔滨,20131219,阵雪/阵雪,-12,-18,4
哈尔滨,20131220,晴/晴,-11,-22,4
哈尔滨,20131221,晴/晴,-15,-23,3
哈尔滨,20131222,晴/晴,-12,-23,3
哈尔滨,20131223,晴/晴,-11,-23,3
哈尔滨,20131224,多云/多云,-14,-20,4
哈尔滨,20131225,多云/阵雪,-11,-20,4
哈尔滨,20131226,多云/晴,-13,-25,4
哈尔滨,20131227,晴/晴,-14,-23,4
哈尔滨,20131228,晴/晴,-13,-23,4
哈尔滨,20131229,晴/晴,-9,-19,4
哈尔滨,20131230,晴/晴,-8,-14,4
哈尔滨,20131231,阵雪/小雪,-4,-18,4
哈尔滨,20140101,多云/多云,-12,-22,4
哈尔滨,20140102,阵雪/阵雪,-12,-23,4
哈尔滨,20140103,晴/晴,-15,-27,4
哈尔滨,20140104,晴/晴,-16,-28,4
哈尔滨,20140105,晴/晴,-16,-29,4
哈尔滨,20140106,晴/阵雪,-9,-19,4
哈尔滨,20140107,多云/多云,-10,-24,4
哈尔滨,20140108,多云/晴,-16,-26,4
哈尔滨,20140109,晴/晴,-15,-27,4
哈尔滨,20140110,晴/晴,-13,-24,4
哈尔滨,20140111,多云/多云,-14,-30,4
哈尔滨,20140112,晴/晴,-20,-32,4
哈尔滨,20140113,晴/晴,-20,-31,4
哈尔滨,20140114,多云/阵雪,-17,-24,4
哈尔滨,20140115,多云/晴,-11,-28,4
哈尔滨,20140116,晴/晴,-15,-33,4
哈尔滨,20140117,多云/阵雪,-20,-25,4
